id,segment,num_views,num_votes,num_comments,act_status
244625,NewHaven,2.7,0,1,Archived
185865,NewHaven,81.9,4,1,Acknowledged
339353,Richmond,164.7,0,0,Archived
105976,Oakland,10.8,3,0,Open
379278,Oakland,2.7,3,0,Open
351604,NewHaven,140.4,0,0,Archived
323717,NewHaven,18.9,0,0,Archived
145590,NewHaven,2.7,2,0,Open
178651,NewHaven,18.9,0,0,Archived
27280,Richmond,0,0,0,Archived
199231,NewHaven,276.3,6,10,Acknowledged
137095,Richmond,0,0,0,Archived
330690,Richmond,0,0,0,Archived
308358,NewHaven,4.5,2,0,Acknowledged
329806,Richmond,37.8,0,0,Archived
280628,Richmond,0,0,0,Archived
51486,NewHaven,2.7,2,0,Open
384448,NewHaven,21.6,0,0,Archived
117048,NewHaven,3.6,0,0,Archived
231784,Richmond,42.3,7,1,Acknowledged
377064,Richmond,37.8,0,0,Archived
2290,NewHaven,0.9,0,0,Archived
35448,Richmond,0,0,0,Archived
72537,NewHaven,0.9,1,0,Open
39772,Richmond,0,0,0,Archived
326587,Richmond,45.9,5,26,Acknowledged
119891,Richmond,0,0,0,Archived
229672,NewHaven,0.9,0,0,Archived
152474,NewHaven,0.9,1,0,Open
153486,NewHaven,0.9,0,0,Archived
29019,NewHaven,0.9,0,0,Archived
55638,Richmond,41.4,0,0,Archived
241268,NewHaven,42.3,0,8,Archived
106205,Richmond,43.2,0,0,Archived
51058,Richmond,0,0,0,Archived
137881,NewHaven,257.4,0,0,Archived
47593,Richmond,41.4,0,1,Archived
355050,NewHaven,0.9,1,0,Open
192294,Richmond,36.9,0,1,Archived
170896,Richmond,0,0,0,Archived
369393,Richmond,0,0,0,Archived
174180,Richmond,0,0,0,Archived
299472,Richmond,40.5,0,1,Archived
78313,Richmond,34.2,0,0,Archived
194801,Richmond,35.1,0,1,Archived
204621,Oakland,9.9,0,1,Archived
255248,Richmond,0,0,0,Archived
70528,Richmond,0,0,0,Archived
364,Richmond,33.3,0,2,Archived
257478,Richmond,34.2,0,1,Archived
368833,NewHaven,0.9,0,0,Closed
43836,Oakland,6.3,4,0,Acknowledged
3715,Richmond,30.6,0,1,Archived
397551,Richmond,35.1,0,3,Archived
220796,NewHaven,0.9,0,0,Archived
278838,Richmond,0,0,0,Archived
240747,Richmond,156.6,0,0,Archived
115862,Richmond,0,0,1,Archived
350337,NewHaven,0.9,1,0,Open
102189,Richmond,0,0,0,Archived
116610,NewHaven,0.9,1,0,Open
52313,Richmond,0,0,0,Archived
254358,Richmond,0,0,0,Archived
10818,Richmond,31.5,0,0,Archived
174023,Richmond,34.2,0,3,Archived
113398,NewHaven,0.9,1,0,Open
198364,Richmond,0,0,0,Archived
347124,NewHaven,4.5,0,0,Archived
223421,Richmond,35.1,4,17,Acknowledged
186429,Richmond,37.8,0,0,Archived
197855,Richmond,48.6,0,2,Closed
72527,NewHaven,0.9,0,0,Archived
180378,Richmond,25.2,0,0,Archived
166497,NewHaven,1.8,1,0,Open
69816,Richmond,114.3,1,1,Archived
751,Richmond,0,0,0,Archived
57611,Richmond,27,0,0,Archived
247269,Oakland,3.6,0,0,Archived
186009,Richmond,0,0,0,Archived
389447,Richmond,0,0,1,Archived
166617,NewHaven,5.4,4,1,Acknowledged
408283,NewHaven,698.4,0,3,Archived
167993,NewHaven,0.9,0,0,Archived
265870,NewHaven,0.9,1,0,Open
30355,NewHaven,29.7,3,0,Acknowledged
211783,NewHaven,20.7,2,0,Acknowledged
312577,NewHaven,8.1,1,0,Open
251725,NewHaven,26.1,2,0,Acknowledged
45162,NewHaven,0.9,0,0,Archived
5650,NewHaven,4.5,0,0,Archived
148331,NewHaven,2.7,2,0,Acknowledged
411361,NewHaven,4.5,0,0,Archived
83497,NewHaven,5.4,2,1,Open
192073,Richmond,26.1,1,0,Acknowledged
268796,Richmond,27.9,0,0,Archived
134881,Richmond,0,0,0,Archived
296169,NewHaven,95.4,16,9,Open
25140,NewHaven,104.4,8,3,Acknowledged
146987,Richmond,0,0,0,Archived
249930,NewHaven,1.8,0,0,Archived
407146,Richmond,30.6,0,2,Archived
106639,Richmond,29.7,0,1,Archived
109738,Oakland,9.9,0,0,Archived
238723,Richmond,27,1,0,Acknowledged
312483,Richmond,0,0,0,Archived
225112,Oakland,7.2,0,0,Archived
398099,Richmond,25.2,1,0,Acknowledged
152143,Richmond,182.7,0,1,Archived
261637,NewHaven,68.4,0,0,Archived
114518,Richmond,44.1,0,0,Closed
152258,Richmond,36.9,0,8,Closed
190271,Richmond,0,0,0,Archived
141753,Richmond,0,0,0,Archived
392097,Richmond,25.2,0,0,Archived
173891,Richmond,23.4,0,0,Closed
399564,Richmond,0,0,0,Archived
298561,Richmond,25.2,0,0,Archived
179502,Richmond,0,0,0,Archived
205237,Richmond,36,0,1,Archived
181245,Richmond,0,0,0,Archived
192605,NewHaven,1.8,1,0,Open
192749,Richmond,28.8,0,1,Archived
391719,Richmond,30.6,0,0,Archived
122833,Richmond,22.5,0,0,Archived
225621,NewHaven,520.2,6,7,Archived
112948,Richmond,0,0,0,Archived
266023,Richmond,36,0,8,Closed
63076,Oakland,14.4,10,0,Open
126092,Richmond,24.3,1,0,Acknowledged
329989,Richmond,0,0,0,Archived
228818,Richmond,36,0,3,Archived
304662,Richmond,0,0,0,Archived
187469,NewHaven,1.8,0,0,Archived
120202,Richmond,21.6,1,0,Acknowledged
401966,Richmond,21.6,0,0,Closed
77109,Richmond,23.4,0,0,Archived
9417,Oakland,12.6,0,0,Archived
409300,Richmond,23.4,1,0,Acknowledged
294536,Richmond,20.7,3,0,Acknowledged
382298,NewHaven,6.3,1,0,Open
131874,Richmond,19.8,5,5,Acknowledged
310132,Richmond,32.4,0,0,Archived
76569,Richmond,0,0,0,Archived
33829,Richmond,27,0,1,Archived
361776,Richmond,0,0,1,Archived
32918,Richmond,19.8,1,0,Acknowledged
315646,Richmond,28.8,5,7,Open
137236,Richmond,24.3,1,0,Acknowledged
282220,Richmond,25.2,0,0,Closed
400825,Oakland,6.3,0,1,Archived
25615,Richmond,22.5,1,0,Acknowledged
310037,NewHaven,1.8,2,1,Open
102009,Richmond,0,0,0,Archived
271023,Richmond,0,0,0,Archived
124454,Richmond,23.4,1,0,Acknowledged
319308,NewHaven,8.1,0,0,Archived
66274,Richmond,174.6,0,0,Archived
381631,Richmond,0,0,0,Archived
133206,Oakland,7.2,6,1,Acknowledged
306972,NewHaven,6.3,0,0,Archived
102362,NewHaven,1.8,0,0,Archived
337424,Richmond,26.1,0,1,Archived
9756,NewHaven,1.8,2,0,Acknowledged
268688,NewHaven,1.8,0,0,Archived
120378,Oakland,6.3,5,0,Acknowledged
28720,Richmond,18.9,0,0,Closed
331347,NewHaven,1.8,0,0,Archived
271947,Richmond,21.6,3,0,Acknowledged
296845,Richmond,0,0,0,Archived
244439,NewHaven,1.8,0,0,Archived
304427,Richmond,21.6,1,0,Acknowledged
180160,NewHaven,1.8,0,0,Archived
255587,Oakland,13.5,0,3,Archived
402714,Richmond,29.7,0,2,Archived
121721,NewHaven,3.6,0,0,Archived
374358,Richmond,26.1,0,1,Archived
198695,Oakland,3.6,2,0,Open
315556,NewHaven,0.9,0,0,Archived
95134,NewHaven,0.9,1,0,Open
214700,NewHaven,1.8,3,0,Acknowledged
141557,Richmond,19.8,1,0,Acknowledged
349776,NewHaven,342,25,38,Open
72169,NewHaven,6.3,3,0,Acknowledged
85647,Oakland,3.6,4,0,Open
304080,Richmond,26.1,0,5,Archived
386142,Richmond,19.8,0,0,Closed
300309,Richmond,21.6,1,0,Acknowledged
125302,Richmond,24.3,3,0,Acknowledged
310910,Richmond,19.8,0,0,Archived
302185,NewHaven,65.7,0,0,Archived
212560,NewHaven,5.4,2,0,Acknowledged
310927,Richmond,18.9,0,2,Archived
166940,Richmond,23.4,0,0,Archived
388699,NewHaven,5.4,0,0,Archived
392293,Richmond,32.4,0,5,Archived
50184,Richmond,0,0,0,Archived
204670,Richmond,25.2,0,1,Archived
383883,Richmond,22.5,0,0,Closed
52772,Richmond,32.4,0,3,Archived
123115,Richmond,28.8,0,0,Archived
43430,Richmond,18,1,0,Acknowledged
288284,Oakland,2.7,4,1,Open
156509,Richmond,45.9,0,0,Archived
194748,Richmond,18,0,0,Closed
69479,NewHaven,3.6,0,0,Archived
217053,Richmond,20.7,1,0,Acknowledged
391430,Richmond,18.9,3,0,Acknowledged
253207,NewHaven,5.4,2,0,Open
317662,NewHaven,55.8,4,4,Open
125348,Richmond,0,0,1,Archived
337234,NewHaven,8.1,0,3,Archived
330533,NewHaven,273.6,0,2,Archived
312977,NewHaven,1.8,0,0,Archived
7699,Oakland,5.4,3,0,Acknowledged
68190,NewHaven,17.1,0,1,Archived
135857,Richmond,18.9,1,0,Acknowledged
190858,NewHaven,108.9,0,8,Archived
57702,Oakland,6.3,0,0,Archived
32473,NewHaven,18,7,1,Acknowledged
239926,NewHaven,72.9,2,0,Acknowledged
6075,Richmond,24.3,0,1,Archived
321843,Oakland,11.7,0,4,Archived
136893,NewHaven,4.5,2,0,Acknowledged
404977,NewHaven,273.6,0,42,Archived
129076,NewHaven,4.5,0,1,Archived
351740,NewHaven,421.2,0,2,Archived
118679,Richmond,0,0,0,Archived
248044,Richmond,0,0,0,Archived
260522,Richmond,20.7,0,0,Closed
129795,NewHaven,3.6,0,0,Archived
280730,Richmond,0,0,0,Archived
154973,Richmond,0,0,0,Archived
370895,Richmond,18.9,1,0,Acknowledged
98788,NewHaven,8.1,0,0,Archived
314314,NewHaven,105.3,0,5,Closed
163936,NewHaven,18,2,0,Acknowledged
222676,Richmond,20.7,0,3,Archived
45320,NewHaven,133.2,2,2,Archived
64510,NewHaven,276.3,10,5,Open
401760,NewHaven,3.6,2,0,Open
258334,Richmond,22.5,0,6,Archived
106810,Oakland,5.4,0,0,Archived
385824,Oakland,4.5,0,1,Archived
143621,Richmond,32.4,0,0,Closed
320316,NewHaven,0.9,0,0,Archived
325231,Richmond,29.7,0,3,Archived
217987,Richmond,19.8,3,0,Acknowledged
397054,NewHaven,4.5,0,0,Archived
151878,Richmond,19.8,3,0,Acknowledged
116876,NewHaven,4.5,0,1,Archived
263166,NewHaven,4.5,1,0,Open
141793,Richmond,0,0,0,Archived
155641,NewHaven,1.8,2,0,Acknowledged
32733,Richmond,26.1,0,2,Archived
203901,NewHaven,423,0,33,Archived
26354,Oakland,1.8,0,0,Archived
326892,NewHaven,0.9,0,0,Archived
250412,NewHaven,197.1,6,17,Open
399088,Richmond,0,0,0,Archived
361282,Richmond,0,0,0,Archived
269890,NewHaven,243.9,4,5,Open
282086,NewHaven,7.2,2,0,Acknowledged
281962,Richmond,0,0,0,Archived
148237,NewHaven,261.9,29,4,Acknowledged
62065,Richmond,23.4,0,1,Archived
238265,NewHaven,124.2,13,10,Open
246935,NewHaven,10.8,0,2,Archived
231439,NewHaven,4.5,0,0,Archived
99836,Oakland,0.9,0,0,Closed
232821,NewHaven,5.4,0,1,Archived
308019,NewHaven,378.9,0,16,Archived
132268,NewHaven,5.4,0,0,Archived
25864,NewHaven,96.3,6,4,Acknowledged
223693,Richmond,34.2,0,0,Archived
315656,Oakland,0,0,0,Closed
227599,NewHaven,1.8,0,0,Archived
273027,NewHaven,5.4,2,0,Acknowledged
117958,NewHaven,77.4,0,1,Archived
370518,Richmond,17.1,0,0,Closed
380013,Richmond,17.1,0,0,Archived
47512,NewHaven,4.5,1,0,Open
80385,NewHaven,7.2,2,0,Acknowledged
56950,NewHaven,6.3,1,0,Open
194212,NewHaven,142.2,0,5,Archived
79912,Richmond,0,0,0,Archived
369569,Richmond,0,0,0,Archived
134962,NewHaven,20.7,0,0,Archived
353795,Richmond,27,0,0,Archived
238421,NewHaven,2.7,2,0,Acknowledged
349808,Oakland,2.7,0,0,Archived
292643,Richmond,24.3,0,0,Archived
309302,Richmond,23.4,0,0,Closed
354589,NewHaven,6.3,0,0,Archived
346705,NewHaven,4.5,1,0,Open
138184,Oakland,4.5,0,0,Archived
366861,Richmond,18,3,0,Acknowledged
149472,NewHaven,11.7,0,0,Archived
234749,NewHaven,1.8,1,0,Open
322782,Richmond,0,0,0,Archived
172919,Richmond,0,0,0,Archived
370557,Richmond,0,0,0,Archived
63810,NewHaven,1.8,0,0,Archived
156324,Richmond,31.5,0,0,Closed
251543,Richmond,17.1,2,2,Acknowledged
244960,Oakland,9,4,0,Open
2316,NewHaven,1.8,0,0,Archived
151921,Richmond,17.1,0,1,Archived
162279,NewHaven,2.7,2,1,Open
46483,Richmond,0,0,0,Archived
171402,Richmond,0,0,0,Archived
207347,NewHaven,3.6,0,0,Archived
220176,Richmond,26.1,2,0,Acknowledged
317501,NewHaven,1.8,0,0,Archived
7739,NewHaven,1.8,0,0,Archived
175810,NewHaven,1.8,2,0,Acknowledged
32020,Richmond,38.7,0,3,Archived
187866,NewHaven,1.8,2,0,Acknowledged
40038,NewHaven,1.8,0,0,Archived
73642,Oakland,8.1,4,0,Open
268927,Richmond,21.6,0,3,Archived
57205,Richmond,20.7,0,1,Archived
319736,Richmond,19.8,0,0,Closed
375324,Oakland,4.5,4,0,Open
390599,NewHaven,1.8,1,0,Open
146836,Oakland,3.6,3,0,Open
123211,NewHaven,94.5,0,5,Archived
10997,NewHaven,10.8,0,0,Archived
42741,Oakland,25.2,8,6,Open
221222,NewHaven,1.8,0,0,Archived
103807,Richmond,25.2,0,0,Archived
393064,Richmond,0,0,0,Archived
188534,NewHaven,1.8,0,0,Archived
172281,Oakland,1.8,1,0,Acknowledged
364417,Richmond,20.7,0,0,Archived
389877,Richmond,18.9,3,0,Acknowledged
397702,Richmond,0,0,0,Archived
51929,NewHaven,1.8,0,0,Archived
189483,Richmond,22.5,0,1,Archived
281242,Oakland,5.4,4,0,Open
82140,NewHaven,9,0,0,Archived
312087,Oakland,7.2,4,0,Open
228358,Richmond,24.3,0,0,Archived
216534,NewHaven,3.6,0,0,Archived
169277,Richmond,17.1,3,0,Acknowledged
406438,Oakland,12.6,6,0,Open
110418,NewHaven,2.7,2,0,Acknowledged
292797,NewHaven,146.7,0,7,Archived
193721,Richmond,0,0,0,Archived
339194,Richmond,30.6,3,0,Acknowledged
153938,NewHaven,144.9,0,19,Archived
284675,Oakland,8.1,5,0,Open
250541,NewHaven,5.4,2,0,Acknowledged
259924,NewHaven,1.8,1,0,Open
215173,NewHaven,8.1,0,1,Archived
167052,Richmond,34.2,0,7,Archived
395566,Richmond,0,0,0,Archived
354239,Oakland,3.6,5,1,Acknowledged
333772,Richmond,0,0,0,Archived
164291,Oakland,1.8,0,0,Archived
13436,NewHaven,2.7,0,0,Archived
132024,Richmond,26.1,5,3,Acknowledged
249352,Richmond,19.8,1,0,Acknowledged
67537,NewHaven,2.7,0,0,Archived
31984,NewHaven,2.7,2,0,Open
37890,Richmond,20.7,0,0,Closed
21506,Richmond,16.2,0,0,Closed
126762,NewHaven,2.7,2,0,Open
68226,NewHaven,2.7,2,0,Open
267927,Richmond,18.9,0,0,Closed
63108,Richmond,0,0,0,Archived
86881,Richmond,0,0,0,Archived
88992,NewHaven,4.5,2,0,Acknowledged
186943,NewHaven,2.7,0,0,Archived
305232,NewHaven,40.5,2,0,Acknowledged
96412,Richmond,17.1,1,0,Acknowledged
139656,Richmond,21.6,0,1,Archived
363990,NewHaven,5.4,0,0,Archived
110465,NewHaven,222.3,0,6,Archived
49862,NewHaven,1.8,0,0,Archived
382471,Oakland,3.6,2,0,Acknowledged
410778,NewHaven,179.1,19,6,Open
37972,Richmond,15.3,0,0,Closed
87100,Richmond,15.3,2,2,Acknowledged
310684,Richmond,0,0,0,Archived
28531,NewHaven,318.6,4,0,Acknowledged
273343,NewHaven,0,1,0,Open
283411,Richmond,18,2,0,Acknowledged
189862,NewHaven,0,0,0,Archived
343052,Richmond,0,0,0,Archived
217378,NewHaven,5.4,2,0,Acknowledged
377149,Richmond,21.6,0,0,Archived
313655,NewHaven,4.5,0,0,Archived
333525,Richmond,20.7,0,0,Archived
979,Oakland,4.5,1,0,Closed
126044,NewHaven,7.2,1,0,Open
322883,NewHaven,8.1,0,0,Archived
385467,NewHaven,7.2,0,0,Archived
333739,NewHaven,2.7,0,0,Archived
266669,Richmond,25.2,1,3,Archived
347468,Richmond,21.6,0,0,Archived
231743,Richmond,0,0,0,Archived
208323,Oakland,10.8,0,1,Archived
157116,Oakland,10.8,0,0,Archived
37518,NewHaven,171,0,2,Archived
145221,Richmond,36.9,8,0,Acknowledged
273788,NewHaven,7.2,2,1,Open
254745,Richmond,0,0,0,Archived
295794,NewHaven,40.5,0,0,Archived
288572,Richmond,15.3,2,0,Acknowledged
163832,Richmond,20.7,0,0,Archived
221865,NewHaven,18,2,0,Acknowledged
25375,Richmond,0,0,0,Archived
350803,Richmond,0,0,0,Archived
79699,Oakland,4.5,0,0,Archived
110427,NewHaven,8.1,0,0,Archived
70397,Oakland,7.2,5,0,Acknowledged
388840,NewHaven,2.7,1,0,Open
26945,NewHaven,700.2,0,3,Archived
6442,Richmond,0,0,0,Archived
25068,NewHaven,41.4,6,4,Open
342207,NewHaven,221.4,3,0,Acknowledged
391959,NewHaven,108,4,0,Open
83881,NewHaven,6.3,0,0,Archived
67754,NewHaven,34.2,0,0,Archived
84443,NewHaven,12.6,4,3,Open
60500,Richmond,25.2,0,0,Archived
330213,Richmond,0.9,0,0,Archived
50381,NewHaven,86.4,11,6,Open
114101,NewHaven,98.1,0,6,Archived
160022,NewHaven,7.2,0,0,Archived
99559,NewHaven,9,4,5,Acknowledged
217470,Richmond,21.6,0,1,Archived
27650,Richmond,18.9,1,0,Acknowledged
135253,Oakland,7.2,0,0,Archived
267038,Richmond,18,1,0,Acknowledged
283438,NewHaven,9,4,5,Acknowledged
149733,Richmond,23.4,0,4,Archived
386886,NewHaven,9,4,5,Acknowledged
381149,Richmond,0,0,0,Archived
374083,NewHaven,9,4,5,Acknowledged
298792,Oakland,6.3,0,0,Archived
282910,Richmond,35.1,0,5,Closed
287466,NewHaven,9,4,5,Acknowledged
354428,NewHaven,9,4,5,Acknowledged
237606,NewHaven,9,4,5,Acknowledged
136457,Richmond,21.6,0,4,Archived
50676,NewHaven,9,4,5,Acknowledged
174219,Oakland,0.9,2,0,Acknowledged
244459,NewHaven,9,4,5,Acknowledged
206138,NewHaven,9,4,5,Acknowledged
203693,Richmond,0,0,0,Archived
67421,Richmond,27.9,0,0,Archived
220030,NewHaven,9,4,5,Acknowledged
150605,NewHaven,9,4,5,Acknowledged
94210,NewHaven,6.3,2,0,Open
117145,Richmond,19.8,0,0,Archived
410305,NewHaven,199.8,0,0,Archived
91535,Richmond,33.3,0,1,Archived
22075,NewHaven,5.4,0,0,Archived
81752,Oakland,11.7,0,1,Archived
28118,NewHaven,7.2,1,0,Archived
148436,Richmond,0,0,0,Archived
409563,Oakland,9,5,0,Open
400217,NewHaven,25.2,4,1,Acknowledged
3261,Richmond,16.2,1,0,Acknowledged
399323,NewHaven,41.4,0,4,Archived
74383,NewHaven,7.2,0,0,Archived
16997,Richmond,16.2,0,0,Closed
180458,Richmond,12.6,0,1,Archived
299865,Richmond,9,1,0,Acknowledged
395556,NewHaven,50.4,3,0,Acknowledged
204525,Richmond,178.2,0,22,Archived
201917,NewHaven,0.9,1,0,Open
155466,NewHaven,120.6,10,8,Acknowledged
351515,Oakland,4.5,4,0,Acknowledged
84085,NewHaven,7.2,0,0,Archived
252987,NewHaven,167.4,8,6,Acknowledged
212670,Richmond,0,0,0,Archived
346546,NewHaven,8.1,0,0,Closed
186427,Richmond,0,0,0,Archived
298074,NewHaven,98.1,10,3,Open
126509,Richmond,0,0,0,Archived
282882,NewHaven,2.7,0,1,Archived
35341,Richmond,18,0,0,Archived
295902,NewHaven,13.5,2,0,Acknowledged
171382,NewHaven,4.5,2,0,Acknowledged
82734,NewHaven,4.5,0,0,Archived
184660,Richmond,18,0,0,Archived
100459,NewHaven,7.2,2,0,Acknowledged
281949,Richmond,18,1,0,Acknowledged
388722,Richmond,18,0,0,Archived
244131,NewHaven,169.2,0,13,Closed
398646,Richmond,0,0,0,Archived
169228,Richmond,14.4,0,0,Archived
5710,Oakland,9.9,6,0,Acknowledged
302114,NewHaven,7.2,0,0,Archived
329451,Richmond,0,0,0,Archived
229017,Richmond,20.7,0,0,Archived
132297,Richmond,15.3,1,0,Acknowledged
354702,NewHaven,5.4,0,0,Archived
130259,NewHaven,84.6,2,1,Open
168666,NewHaven,4.5,0,1,Archived
405956,NewHaven,36.9,0,0,Archived
147360,NewHaven,3.6,2,0,Acknowledged
383018,NewHaven,18,3,0,Acknowledged
97546,NewHaven,9,2,1,Open
159326,NewHaven,12.6,2,0,Acknowledged
228752,Oakland,9.9,4,0,Acknowledged
3308,NewHaven,2.7,2,0,Acknowledged
27302,Richmond,24.3,0,1,Archived
196614,Richmond,23.4,0,0,Archived
353367,Richmond,33.3,3,1,Open
398198,Oakland,2.7,0,0,Archived
99787,Richmond,21.6,0,0,Archived
236283,Richmond,0,0,0,Archived
28403,NewHaven,6.3,0,0,Archived
239695,NewHaven,6.3,0,0,Archived
55358,NewHaven,6.3,2,0,Acknowledged
26335,NewHaven,6.3,1,0,Open
87822,Richmond,0,0,0,Archived
60131,Richmond,37.8,0,2,Archived
23046,Richmond,0,0,0,Archived
75132,NewHaven,9,0,0,Archived
383001,NewHaven,171,0,13,Closed
91590,NewHaven,15.3,0,0,Archived
229149,NewHaven,2.7,0,0,Archived
78804,Oakland,3.6,0,0,Archived
162555,Oakland,11.7,0,1,Archived
170547,Richmond,18.9,1,0,Acknowledged
19846,NewHaven,55.8,10,4,Acknowledged
5605,Richmond,18.9,0,0,Archived
27068,NewHaven,120.6,0,3,Archived
401873,Richmond,18.9,0,0,Archived
24909,Richmond,32.4,0,1,Archived
107015,Richmond,20.7,5,0,Acknowledged
32002,Richmond,22.5,1,1,Archived
388977,NewHaven,218.7,0,21,Archived
260093,NewHaven,4.5,0,0,Archived
40535,Richmond,0,0,0,Archived
387735,NewHaven,2.7,2,0,Acknowledged
62307,NewHaven,2.7,0,0,Archived
333708,Richmond,0,0,0,Archived
152548,NewHaven,3.6,2,0,Acknowledged
29947,Richmond,0,0,0,Archived
30659,NewHaven,3.6,2,0,Acknowledged
198968,NewHaven,3.6,3,1,Acknowledged
300218,Richmond,17.1,1,0,Acknowledged
382263,NewHaven,3.6,2,0,Open
159750,NewHaven,150.3,0,0,Archived
191985,Richmond,17.1,0,0,Closed
313948,NewHaven,8.1,2,0,Open
396695,Richmond,0,0,0,Archived
89557,NewHaven,666.9,0,14,Archived
170380,Oakland,5.4,0,0,Archived
252117,Richmond,21.6,0,0,Archived
186166,NewHaven,1.8,1,0,Open
362850,NewHaven,1.8,0,0,Archived
345575,Richmond,115.2,0,0,Archived
108895,NewHaven,0.9,0,0,Archived
34926,Richmond,18,0,0,Closed
26701,Richmond,17.1,1,0,Acknowledged
213548,NewHaven,16.2,4,1,Open
217601,NewHaven,2.7,0,0,Archived
377766,NewHaven,2.7,3,0,Acknowledged
299392,NewHaven,3.6,0,0,Archived
33269,NewHaven,9,3,0,Acknowledged
69955,NewHaven,14.4,5,1,Acknowledged
329420,Richmond,0,0,0,Archived
363275,NewHaven,5.4,0,0,Archived
282373,Richmond,19.8,0,0,Closed
86757,NewHaven,67.5,2,0,Open
235896,NewHaven,8.1,0,0,Archived
368313,NewHaven,10.8,0,0,Archived
9691,NewHaven,30.6,8,2,Acknowledged
169238,Richmond,17.1,0,0,Archived
86980,Oakland,6.3,0,0,Archived
308915,NewHaven,83.7,0,4,Archived
338588,Oakland,7.2,1,1,Archived
183038,NewHaven,2.7,0,0,Archived
17963,NewHaven,2.7,0,0,Archived
356028,Richmond,17.1,0,0,Closed
70560,NewHaven,2.7,0,0,Archived
310769,NewHaven,2.7,0,0,Archived
214388,NewHaven,2.7,2,0,Acknowledged
24341,NewHaven,2.7,0,0,Archived
23528,NewHaven,53.1,0,0,Archived
357155,Oakland,12.6,9,3,Acknowledged
210759,Oakland,10.8,10,0,Acknowledged
85196,Oakland,13.5,7,0,Acknowledged
153858,NewHaven,11.7,4,0,Acknowledged
49687,Richmond,17.1,0,0,Closed
133799,NewHaven,52.2,3,0,Acknowledged
187065,NewHaven,18.9,3,0,Acknowledged
156998,NewHaven,0.9,0,0,Archived
155726,NewHaven,0.9,0,0,Archived
