id,Segment
1771,remote_api
1772,remote_api
1773,richmond
1778,remote_api
1780,remote_api
1785,remote_api
1786,remote_api
1787,richmond
1789,remote_api
1790,remote_api
1794,richmond
1798,remote_api
1801,remote_api
1805,remote_api
1807,remote_api
1811,remote_api
1812,remote_api
1816,remote_api
1817,oak_other
1819,remote_api
1820,remote_api
1822,new_haven
1824,richmond
1836,remote_api
1841,remote_api
1854,remote_api
1855,richmond
1856,remote_api
1859,richmond
1861,remote_api
1862,remote_api
1863,remote_api
1870,remote_api
1871,remote_api
1876,remote_api
1877,richmond
1878,remote_api
1879,remote_api
1880,remote_api
1888,remote_api
1892,remote_api
1895,remote_api
1896,oak_other
1898,richmond
1899,remote_api
1900,remote_api
1904,remote_api
1907,remote_api
1908,richmond
1911,remote_api
1913,oak_other
1915,remote_api
1916,remote_api
1918,remote_api
1921,remote_api
1923,remote_api
1926,remote_api
1927,remote_api
1930,remote_api
1931,remote_api
1932,remote_api
1934,remote_api
1937,remote_api
1938,remote_api
1941,oak_other
1945,remote_api
1946,remote_api
1948,remote_api
1954,remote_api
1956,remote_api
1961,remote_api
1967,remote_api
1968,remote_api
1969,remote_api
1973,new_haven
1977,oak_other
1978,remote_api
1979,remote_api
1980,richmond
1981,remote_api
1982,remote_api
1987,remote_api
1990,remote_api
1995,remote_api
1998,remote_api
1999,remote_api
2001,remote_api
2002,remote_api
2008,remote_api
2011,remote_api
2012,remote_api
2013,remote_api
2017,remote_api
2018,remote_api
2022,richmond
2029,remote_api
2030,remote_api
2033,remote_api
2034,remote_api
2037,remote_api
2040,remote_api
2042,new_haven
2043,remote_api
2048,remote_api
2050,remote_api
2051,oak_other
2053,remote_api
2054,remote_api
2060,remote_api
2063,remote_api
2069,remote_api
2070,oak_other
2071,oak_other
2077,remote_api
2079,remote_api
2087,remote_api
2088,remote_api
2092,remote_api
2094,remote_api
2095,richmond
2098,remote_api
2102,richmond
2105,remote_api
2106,remote_api
2113,remote_api
2117,remote_api
2118,remote_api
2119,remote_api
2121,remote_api
2125,richmond
2128,remote_api
2129,remote_api
2130,remote_api
2131,remote_api
2139,richmond
2142,remote_api
2151,richmond
2157,remote_api
2163,remote_api
2165,richmond
2170,remote_api
2171,remote_api
2176,remote_api
2181,remote_api
2182,remote_api
2183,remote_api
2184,remote_api
2186,remote_api
2189,remote_api
2191,remote_api
2194,remote_api
2210,richmond
2211,remote_api
2212,remote_api
2213,remote_api
2214,richmond
2216,richmond
2217,remote_api
2218,remote_api
2222,remote_api
2227,remote_api
2228,richmond
2229,new_haven
2234,remote_api
2243,remote_api
2244,remote_api
2245,remote_api
2247,remote_api
2251,remote_api
2253,remote_api
2259,remote_api
2262,remote_api
2268,richmond
2269,remote_api
2270,remote_api
2271,richmond
2272,remote_api
2276,richmond
2279,remote_api
2280,remote_api
2284,remote_api
2285,remote_api
2287,remote_api
2288,oak_other
2289,remote_api
2290,new_haven
2291,remote_api
2294,remote_api
2298,richmond
2304,remote_api
2312,richmond
2314,remote_api
2315,remote_api
2316,new_haven
2317,remote_api
2319,remote_api
2322,richmond
2324,richmond
2325,remote_api
2326,remote_api
2327,remote_api
2331,remote_api
2335,remote_api
2336,remote_api
2339,remote_api
2350,remote_api
2351,remote_api
2352,new_haven
2355,remote_api
2356,remote_api
2357,remote_api
2358,new_haven
2360,remote_api
2362,remote_api
2367,remote_api
2369,richmond
2370,remote_api
2375,remote_api
2377,remote_api
2382,remote_api
2386,remote_api
2387,remote_api
2389,remote_api
2390,remote_api
2393,oak_other
2397,remote_api
2398,new_haven
2402,remote_api
2403,remote_api
2404,remote_api
2405,remote_api
2409,remote_api
2411,remote_api
2412,oak_other
2413,remote_api
2414,richmond
2415,remote_api
2419,remote_api
2423,remote_api
2428,remote_api
2429,remote_api
2431,remote_api
2433,remote_api
2434,remote_api
2435,richmond
2439,remote_api
2448,remote_api
2453,remote_api
2457,remote_api
2459,remote_api
2461,remote_api
2469,richmond
2472,remote_api
2473,remote_api
2474,remote_api
2475,remote_api
2476,richmond
2477,remote_api
2478,remote_api
2481,chi_other
2484,remote_api
2488,remote_api
2495,remote_api
2496,remote_api
2497,new_haven
2499,remote_api
2500,remote_api
2502,remote_api
2505,richmond
2507,remote_api
2511,remote_api
2513,remote_api
2516,remote_api
2518,remote_api
2524,remote_api
2525,richmond
2539,remote_api
2540,remote_api
2541,richmond
2543,remote_api
2545,remote_api
2548,remote_api
2554,remote_api
2557,remote_api
2558,remote_api
2559,remote_api
2560,remote_api
2561,remote_api
2566,remote_api
2573,remote_api
2575,remote_api
2576,chi_other
2578,remote_api
2587,chi_other
2589,remote_api
2593,remote_api
2596,remote_api
2600,remote_api
2601,remote_api
2606,remote_api
2607,remote_api
2608,remote_api
2609,remote_api
2611,new_haven
2616,remote_api
2617,richmond
2620,remote_api
2621,remote_api
2622,remote_api
2627,remote_api
2632,remote_api
2633,remote_api
2634,remote_api
2635,remote_api
2636,remote_api
2639,remote_api
2640,remote_api
2641,chi_other
2642,oak_other
2646,remote_api
2647,remote_api
2648,remote_api
2650,new_haven
2654,remote_api
2655,remote_api
2656,remote_api
2658,remote_api
2659,richmond
2663,remote_api
2669,richmond
2677,chi_other
2680,remote_api
2684,remote_api
2685,remote_api
2688,remote_api
2689,remote_api
2691,remote_api
2693,remote_api
2695,remote_api
2700,richmond
2702,remote_api
2703,remote_api
2705,remote_api
2706,richmond
2707,remote_api
2708,chi_other
2709,remote_api
2713,remote_api
2714,remote_api
2719,remote_api
2729,richmond
2730,remote_api
2732,remote_api
2738,remote_api
2741,remote_api
2745,remote_api
2746,remote_api
2750,richmond
2752,remote_api
2754,remote_api
2757,remote_api
2758,remote_api
2761,remote_api
2762,remote_api
2768,remote_api
2773,remote_api
2774,remote_api
2775,remote_api
2776,remote_api
2777,remote_api
2780,remote_api
2786,remote_api
2788,remote_api
2795,remote_api
2799,richmond
2800,oak_other
2801,remote_api
2805,remote_api
2806,remote_api
2813,remote_api
2818,richmond
2819,remote_api
2822,remote_api
2827,remote_api
2828,remote_api
2831,remote_api
2833,remote_api
2836,remote_api
2838,remote_api
2842,remote_api
2846,richmond
2850,remote_api
2851,remote_api
2854,remote_api
2857,remote_api
2860,remote_api
2861,remote_api
2862,remote_api
2863,remote_api
2864,remote_api
2865,richmond
2871,richmond
2873,oak_other
2885,remote_api
2886,remote_api
2887,richmond
2888,remote_api
2889,remote_api
2890,remote_api
2891,remote_api
2897,richmond
2901,remote_api
2903,remote_api
2906,remote_api
2909,remote_api
2910,richmond
2911,remote_api
2913,remote_api
2915,remote_api
2918,remote_api
2921,remote_api
2922,remote_api
2923,richmond
2926,remote_api
2933,remote_api
2936,remote_api
2939,remote_api
2942,remote_api
2943,remote_api
2948,remote_api
2949,remote_api
2951,remote_api
2957,remote_api
2958,remote_api
2960,remote_api
2962,richmond
2964,richmond
2971,remote_api
2975,remote_api
2977,new_haven
2979,remote_api
2981,remote_api
2984,remote_api
2989,remote_api
2991,remote_api
2993,richmond
2994,remote_api
2996,remote_api
3000,remote_api
3004,remote_api
3005,new_haven
3007,new_haven
3013,remote_api
3014,richmond
3016,remote_api
3017,remote_api
3019,remote_api
3024,remote_api
3026,remote_api
3033,remote_api
3042,oak_other
3043,remote_api
3044,oak_other
3045,remote_api
3047,remote_api
3050,remote_api
3054,richmond
3056,remote_api
3063,remote_api
3065,remote_api
3076,richmond
3078,remote_api
3079,remote_api
3084,chi_other
3085,remote_api
3088,remote_api
3089,oak_other
3097,remote_api
3099,remote_api
3102,remote_api
3108,remote_api
3109,richmond
3111,remote_api
3114,remote_api
3121,remote_api
3123,remote_api
3124,richmond
3129,remote_api
3130,remote_api
3132,remote_api
3133,remote_api
3135,remote_api
3136,richmond
3137,richmond
3142,remote_api
3143,remote_api
3144,remote_api
3146,remote_api
3147,remote_api
3149,remote_api
3151,remote_api
3153,remote_api
3157,remote_api
3158,remote_api
3159,remote_api
3160,remote_api
3162,remote_api
3164,remote_api
3165,remote_api
3166,remote_api
3167,remote_api
3169,remote_api
3173,remote_api
3177,remote_api
3180,remote_api
3187,remote_api
3189,remote_api
3192,remote_api
3194,remote_api
3195,oak_other
3197,remote_api
3202,remote_api
3207,new_haven
3208,remote_api
3211,remote_api
3214,remote_api
3215,remote_api
3217,remote_api
3218,remote_api
3220,remote_api
3223,remote_api
3225,richmond
3226,remote_api
3235,remote_api
3237,remote_api
3240,remote_api
3241,remote_api
3242,remote_api
3244,remote_api
3246,richmond
3255,remote_api
3256,remote_api
3259,remote_api
3260,remote_api
3261,richmond
3262,remote_api
3263,richmond
3265,remote_api
3268,remote_api
3271,remote_api
3272,remote_api
3273,remote_api
3275,chi_other
3280,remote_api
3283,remote_api
3284,remote_api
3285,oak_other
3286,remote_api
3288,remote_api
3290,remote_api
3292,remote_api
3294,remote_api
3301,remote_api
3303,remote_api
3304,remote_api
3305,remote_api
3307,remote_api
3308,new_haven
3310,remote_api
3311,remote_api
3320,remote_api
3325,oak_other
3327,richmond
3330,remote_api
3335,remote_api
3336,remote_api
3337,remote_api
3338,richmond
3339,remote_api
3348,remote_api
3349,remote_api
3351,remote_api
3353,remote_api
3354,oak_other
3362,remote_api
3366,richmond
3367,remote_api
3368,new_haven
3373,remote_api
3375,remote_api
3380,remote_api
3381,remote_api
3382,remote_api
3383,remote_api
3387,remote_api
3390,remote_api
3393,remote_api
3400,remote_api
3401,remote_api
3406,remote_api
3413,remote_api
3415,remote_api
3416,remote_api
3417,remote_api
3422,remote_api
3424,remote_api
3426,richmond
3427,remote_api
3428,new_haven
3430,remote_api
3432,remote_api
3437,oak_other
3438,remote_api
3443,remote_api
3445,richmond
3446,richmond
3447,remote_api
3449,remote_api
3454,oak_other
3456,remote_api
3459,remote_api
3462,remote_api
3463,remote_api
3468,remote_api
3470,remote_api
3473,remote_api
3478,chi_other
3482,richmond
3484,remote_api
3489,remote_api
3490,richmond
3493,remote_api
3495,remote_api
3496,remote_api
3500,remote_api
3504,remote_api
3508,remote_api
3511,remote_api
3512,remote_api
3515,richmond
3521,remote_api
3523,remote_api
3528,remote_api
3529,chi_other
3530,richmond
3537,remote_api
3538,remote_api
3543,remote_api
3544,remote_api
3546,remote_api
3548,chi_other
3549,remote_api
3551,remote_api
3558,richmond
3560,remote_api
3564,remote_api
3570,richmond
3575,richmond
3578,remote_api
3579,remote_api
3581,remote_api
3583,remote_api
3588,remote_api
3590,remote_api
3591,richmond
3593,remote_api
3594,remote_api
3598,remote_api
3600,remote_api
3604,remote_api
3610,remote_api
3611,remote_api
3617,remote_api
3620,remote_api
3621,remote_api
3622,remote_api
3623,richmond
3625,remote_api
3626,remote_api
3628,remote_api
3632,remote_api
3635,remote_api
3638,remote_api
3639,remote_api
3641,remote_api
3645,remote_api
3646,remote_api
3649,remote_api
3650,remote_api
3651,remote_api
3654,oak_other
3658,remote_api
3661,remote_api
3662,remote_api
3664,richmond
3673,remote_api
3675,remote_api
3680,richmond
3681,richmond
3682,remote_api
3688,remote_api
3691,remote_api
3694,remote_api
3705,remote_api
3707,remote_api
3708,remote_api
3713,remote_api
3715,richmond
3717,remote_api
3719,remote_api
3720,remote_api
3723,oak_other
3727,remote_api
3735,remote_api
3738,remote_api
3743,remote_api
3747,remote_api
3759,remote_api
3760,remote_api
3761,remote_api
3762,remote_api
3766,remote_api
3768,remote_api
3769,remote_api
3771,remote_api
3772,remote_api
3774,oak_other
3776,remote_api
3777,richmond
3781,remote_api
3782,remote_api
3784,new_haven
3785,remote_api
3786,remote_api
3787,remote_api
3789,remote_api
3793,richmond
3795,oak_other
3801,remote_api
3802,remote_api
3807,new_haven
3810,remote_api
3812,remote_api
3813,remote_api
3814,remote_api
3815,remote_api
3819,remote_api
3821,remote_api
3825,oak_other
3826,remote_api
3830,remote_api
3838,remote_api
3839,remote_api
3840,remote_api
3841,remote_api
3842,remote_api
3843,remote_api
3844,oak_other
3847,richmond
3851,remote_api
3856,remote_api
3858,remote_api
3862,remote_api
3874,remote_api
3878,richmond
3879,richmond
3880,remote_api
3881,remote_api
3882,remote_api
3884,remote_api
3891,remote_api
3894,remote_api
3896,remote_api
3897,remote_api
3899,remote_api
3906,remote_api
3907,remote_api
3909,remote_api
3912,remote_api
3914,remote_api
3915,chi_other
3917,richmond
3921,remote_api
3923,remote_api
3926,remote_api
3928,remote_api
3931,remote_api
3933,remote_api
3934,richmond
3935,remote_api
3939,remote_api
3942,remote_api
3944,remote_api
3951,remote_api
3952,richmond
3955,remote_api
3956,richmond
3957,richmond
3959,remote_api
3961,remote_api
3962,remote_api
3963,new_haven
3965,remote_api
3966,remote_api
3968,remote_api
3972,remote_api
3975,remote_api
3979,remote_api
3980,remote_api
3984,richmond
3985,remote_api
3988,remote_api
3989,remote_api
3990,richmond
3992,remote_api
3993,remote_api
3994,remote_api
3997,remote_api
3999,remote_api
4001,remote_api
4004,remote_api
4006,remote_api
4012,remote_api
4013,remote_api
4022,remote_api
4023,remote_api
4024,remote_api
4028,remote_api
4030,remote_api
4031,remote_api
4038,remote_api
4039,remote_api
4041,remote_api
4042,new_haven
4047,remote_api
4048,remote_api
4049,chi_other
4057,remote_api
4058,oak_other
4064,remote_api
4067,remote_api
4070,oak_other
4072,remote_api
4077,remote_api
4078,remote_api
4081,remote_api
4082,remote_api
4084,remote_api
4086,remote_api
4087,remote_api
4089,remote_api
4090,richmond
4093,remote_api
4098,remote_api
4099,remote_api
4103,remote_api
4104,remote_api
4109,richmond
4110,remote_api
4111,remote_api
4112,remote_api
4113,remote_api
4114,oak_other
4115,remote_api
4118,remote_api
4120,remote_api
4123,remote_api
4124,remote_api
4129,remote_api
4130,remote_api
4133,chi_other
4135,remote_api
4138,remote_api
4139,remote_api
4145,remote_api
4146,remote_api
4155,remote_api
4156,remote_api
4161,remote_api
4170,new_haven
4171,remote_api
4172,remote_api
4175,remote_api
4178,remote_api
4182,chi_other
4184,remote_api
4185,remote_api
4187,richmond
4188,remote_api
4189,remote_api
4190,remote_api
4191,remote_api
4194,remote_api
4196,remote_api
4199,remote_api
4202,remote_api
4215,remote_api
4216,chi_other
4217,remote_api
4219,remote_api
4223,remote_api
4227,remote_api
4229,remote_api
4237,remote_api
4243,richmond
4244,remote_api
4247,remote_api
4249,remote_api
4251,remote_api
4259,remote_api
4260,remote_api
4264,remote_api
4267,remote_api
4268,remote_api
4271,richmond
4275,remote_api
4277,remote_api
4279,remote_api
4282,remote_api
4289,remote_api
4293,remote_api
4294,remote_api
4295,remote_api
4299,remote_api
4300,remote_api
4301,remote_api
4302,richmond
4303,remote_api
4305,remote_api
4306,remote_api
4315,remote_api
4318,remote_api
4319,richmond
4320,richmond
4322,remote_api
4324,remote_api
4336,remote_api
4338,remote_api
4347,oak_other
4348,remote_api
4352,richmond
4354,remote_api
4357,remote_api
4358,remote_api
4359,remote_api
4360,remote_api
4361,remote_api
4366,remote_api
4367,remote_api
4368,remote_api
4370,remote_api
4376,richmond
4378,richmond
4379,remote_api
4384,remote_api
4386,remote_api
4390,remote_api
4393,remote_api
4394,remote_api
4395,remote_api
4398,remote_api
4399,remote_api
4402,remote_api
4409,remote_api
4411,remote_api
4412,remote_api
4414,remote_api
4420,remote_api
4423,remote_api
4427,remote_api
4430,remote_api
4431,remote_api
4434,remote_api
4437,remote_api
4438,remote_api
4442,remote_api
4456,remote_api
4462,remote_api
4463,remote_api
4466,remote_api
4469,remote_api
4472,remote_api
4474,remote_api
4475,remote_api
4479,remote_api
4480,remote_api
4484,remote_api
4485,remote_api
4486,remote_api
4488,remote_api
4491,remote_api
4497,remote_api
4498,remote_api
4503,remote_api
4506,remote_api
4507,remote_api
4513,remote_api
4515,remote_api
4519,remote_api
4523,remote_api
4524,remote_api
4526,remote_api
4531,remote_api
4532,remote_api
4534,remote_api
4535,remote_api
4541,remote_api
4545,remote_api
4548,remote_api
4549,remote_api
4550,richmond
4551,remote_api
4553,remote_api
4554,richmond
4556,remote_api
4558,remote_api
4559,remote_api
4560,remote_api
4561,remote_api
4563,richmond
4564,remote_api
4565,oak_other
4568,remote_api
4572,remote_api
4573,remote_api
4575,remote_api
4578,remote_api
4580,remote_api
4581,remote_api
4582,richmond
4584,remote_api
4587,richmond
4588,remote_api
4591,remote_api
4592,remote_api
4595,richmond
4596,remote_api
4599,remote_api
4603,remote_api
4608,remote_api
4611,remote_api
4613,richmond
4615,remote_api
4616,remote_api
4617,remote_api
4618,remote_api
4620,richmond
4621,remote_api
4622,remote_api
4627,remote_api
4628,remote_api
4630,remote_api
4631,richmond
4632,oak_other
4645,remote_api
4650,remote_api
4651,remote_api
4652,oak_other
4654,remote_api
4655,richmond
4656,remote_api
4657,remote_api
4659,remote_api
4661,remote_api
4664,remote_api
4665,remote_api
4668,remote_api
4670,remote_api
4674,remote_api
4675,remote_api
4676,remote_api
4679,remote_api
4684,remote_api
4687,remote_api
4691,remote_api
4692,remote_api
4701,remote_api
4704,chi_other
4706,remote_api
4710,remote_api
4717,remote_api
4721,remote_api
4722,remote_api
4723,remote_api
4728,remote_api
4731,remote_api
4734,remote_api
4736,remote_api
4737,remote_api
4738,oak_other
4745,remote_api
4747,oak_other
4748,remote_api
4750,remote_api
4751,remote_api
4754,remote_api
4757,remote_api
4765,remote_api
4766,richmond
4767,remote_api
4768,remote_api
4770,oak_other
4771,remote_api
4772,remote_api
4773,richmond
4778,new_haven
4781,remote_api
4783,remote_api
4785,remote_api
4786,remote_api
4787,remote_api
4790,oak_other
4792,remote_api
4796,remote_api
4803,remote_api
4805,richmond
4809,remote_api
4810,richmond
4811,remote_api
4817,remote_api
4823,remote_api
4830,remote_api
4832,remote_api
4836,remote_api
4837,remote_api
4845,remote_api
4850,remote_api
4852,richmond
4857,remote_api
4858,remote_api
4864,remote_api
4866,richmond
4871,remote_api
4876,remote_api
4879,remote_api
4881,richmond
4882,remote_api
4883,remote_api
4888,remote_api
4889,remote_api
4891,remote_api
4895,remote_api
4907,remote_api
4919,remote_api
4920,remote_api
4923,remote_api
4926,richmond
4927,remote_api
4928,remote_api
4929,remote_api
4930,remote_api
4931,remote_api
4936,remote_api
4939,remote_api
4942,remote_api
4947,remote_api
4948,remote_api
4949,remote_api
4951,remote_api
4952,remote_api
4953,remote_api
4955,remote_api
4963,remote_api
4967,remote_api
4968,remote_api
4972,remote_api
4975,remote_api
4977,remote_api
4980,remote_api
4981,remote_api
4982,oak_other
4983,richmond
4986,remote_api
4989,remote_api
4990,remote_api
4994,remote_api
4995,remote_api
5000,remote_api
5001,remote_api
5002,remote_api
5007,remote_api
5009,remote_api
5014,remote_api
5015,richmond
5016,remote_api
5017,remote_api
5018,remote_api
5019,remote_api
5024,remote_api
